"State","County","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
"Florida","Leon","SEVEN HILLS HEALTH & REHABILITATION CENTER","NH","6/14/2020","0","1","1"
"Florida","Leon","SUNRISE COMMUNITY, INC.","ICF","6/14/2020","0","0","1"
"Florida","Leon","SUNRISE COMMUNITY, INC.","ICF","6/14/2020","0","0","2"
"Florida","Leon","TALLAHASSEE DEVELOPMENTAL CENTER","ICF","6/14/2020","14","0","11"
"Florida","Leon","TAPESTRY SENIOR LIVING OF TALLAHASSEE","ALF","6/14/2020","0","0","1"
"Florida","Leon","WOODMONT A PACIFICA SENIOR LIVING COMMUNITY","ALF","6/14/2020","0","0","2"
"Florida","Levy","WILLISTON CARE CENTER","NH","6/14/2020","0","2","7"
"Florida","Madison","CROSSWINDS HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Madison","LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER","NH","6/14/2020","1","2","2"
"Florida","Manatee","BAY VUE NURSING AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Manatee","BRADEN RIVER REHABILITATION CENTER LLC","NH","6/14/2020","1","21","1"
"Florida","Manatee","BRADENTON HEALTH CARE","NH","6/14/2020","0","15","0"
"Florida","Manatee","BROOKDALE BRADENTON GARDENS","ALF","6/14/2020","0","5","0"
"Florida","Manatee","BROOKDALE PALMA SOLA","ALF","6/13/2020","0","2","0"
"Florida","Manatee","CASA MORA REHABILITATION AND EXTENDED CARE","NH","6/14/2020","9","0","4"
"Florida","Manatee","DISCOVERY VILLAGE AT SARASOTA BAY","ALF","6/14/2020","1","0","1"
"Florida","Manatee","HERITAGE PARK CARE AND REHABILITATION CENTER","NH","6/12/2020","5","4","11"
"Florida","Manatee","INN AT FREEDOM VILLAGE, THE","NH","6/12/2020","0","0","1"
"Florida","Manatee","LANGDON HALL OF BRADENTON","ALF","6/12/2020","0","0","1"
"Florida","Manatee","LILY'S PROMISE LLC","ALF","6/13/2020","0","0","1"
"Florida","Manatee","MANATEE SPRINGS REHABILITATION AND NURSING CENTER","NH","6/14/2020","19","13","6"
"Florida","Manatee","NATIONAL CHURCH RESIDENCES OF BRADENTON FL INC","ALF","6/14/2020","12","2","6"
"Florida","Manatee","NEURORESTORATIVE FLORIDA","ALF","6/14/2020","0","0","1"
"Florida","Manatee","RIVIERA PALMS REHABILITATION CENTER","NH","6/14/2020","0","15","0"
"Florida","Manatee","SUMMERFIELD RETIREMENT","ALF","6/14/2020","0","3","1"
"Florida","Manatee","SURREY PLACE HEALTHCARE AND REHABILITATION","NH","6/14/2020","0","1","0"
"Florida","Manatee","VILLAS OF HOLLY BROOK - BRADENTON COVE","ALF","6/13/2020","0","1","1"
"Florida","Marion","BRIDGEWATER PARK HEALTH & REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Marion","OAKHURST CENTER","NH","6/14/2020","0","3","0"
"Florida","Marion","PALM GARDEN OF OCALA","NH","6/14/2020","0","7","4"
"Florida","Martin","ADDINGTON PLACE STUART","ALF","6/12/2020","0","0","1"
"Florida","Martin","BROOKDALE STUART","ALF","6/11/2020","0","0","3"
"Florida","Martin","DISCOVERY VILLAGE AT STUART","ALF","6/14/2020","0","0","1"
"Florida","Martin","GRAND OAKS OF PALM CITY LLC","ALF","6/14/2020","0","3","0"
"Florida","Martin","HOBE SOUND MANOR","ALF","6/12/2020","2","2","2"
"Florida","Martin","MARTIN NURSING AND REHABILITATION","NH","6/14/2020","0","0","4"
"Florida","Martin","PALM CITY NURSING AND REHAB CENTER","NH","6/14/2020","0","1","1"
"Florida","Martin","SALERNO BAY HEALTH AND REHABILITATION CENTER","NH","6/14/2020","7","1","8"
"Florida","Martin","SOLARIS HEALTHCARE PARKWAY","NH","6/14/2020","0","0","4"
"Florida","Martin","STUART LODGE","ALF","6/14/2020","1","0","3"
"Florida","Martin","TERRACE AT HOBE SOUND, THE","NH","6/14/2020","4","1","16"
"Florida","Martin","YOURLIFE OF STUART","ALF","6/14/2020","5","1","7"
"Florida","Dade","AMIGOS OF WESTCHESTER ALF CORP","ALF","6/14/2020","0","0","1"
"Florida","Dade","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","6/14/2020","0","4","1"
"Florida","Dade","ASSISTED LIVING OF WESTCHESTER, LLC","ALF","6/14/2020","0","0","1"
"Florida","Dade","AVENTURA REHAB AND NURSING CENTER","NH","6/13/2020","0","2","0"
"Florida","Dade","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","6/12/2020","12","33","5"
"Florida","Dade","CORAL GABLES NURSING AND REHABILITATION CENTER","NH","6/14/2020","3","11","5"
"Florida","Dade","CORAL REEF NURSING & REHABILITATION CENTER","NH","6/14/2020","0","19","15"
"Florida","Dade","CROSS GARDENS CARE CENTER","NH","6/14/2020","18","6","6"
"Florida","Dade","DAVI'S ALF, INC","ALF","6/14/2020","0","4","0"
"Florida","Dade","EAST RIDGE RETIREMENT VILLAGE INC","NH","6/14/2020","0","0","2"
"Florida","Dade","EAST RIDGE RETIREMENT VILLAGE, INC","ALF","6/14/2020","0","0","1"
"Florida","Dade","EPWORTH VILLAGE RETIREMENT COMMUNITY","ALF","6/14/2020","0","0","1"
"Florida","Dade","FAIR HAVENS CENTER","NH","6/14/2020","0","34","27"
"Florida","Dade","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","NH","6/14/2020","0","5","0"
"Florida","Dade","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","NH","6/14/2020","1","1","5"
"Florida","Dade","FRANCO NURSING & REHABILITATION CENTER","NH","6/14/2020","0","8","4"
"Florida","Dade","GARDEN VALLEY RETIREMENT HOME LLC","ALF","6/14/2020","0","0","1"
"Florida","Dade","GOLDEN GLADES NURSING AND REHABILITATION CENTER","NH","6/14/2020","14","3","11"
"Florida","Dade","HAMPTON COURT NURSING AND REHABILITATION CENTER","NH","6/14/2020","0","1","0"
"Florida","Dade","HARMONY HEALTH CENTER","NH","6/14/2020","2","1","0"
"Florida","Dade","HAZEL CYPEN TOWER","ALF","6/14/2020","0","3","0"
"Florida","Dade","HIALEAH ALF INC","ALF","6/14/2020","1","1","1"
"Florida","Dade","HIALEAH NURSING AND REHABILITATION CENTER","NH","6/14/2020","0","148","78"
"Florida","Dade","HIALEAH SHORES NURSING AND REHAB CENTER","NH","6/14/2020","0","0","2"
"Florida","Dade","HOGAR DE AMABLE CONSUELO CORP","ALF","6/14/2020","0","0","1"
"Florida","Dade","IMPERIAL CLUB","ALF","6/14/2020","0","0","1"
"Florida","Dade","JACKSON MEMORIAL LONG TERM CARE CENTER","NH","6/14/2020","0","0","2"
"Florida","Dade","JACKSON PLAZA NURSING AND REHABILITATION CENTER","NH","6/14/2020","10","16","3"
"Florida","Dade","KENDALL LAKES HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","1","1"
"Florida","Dade","KRYSTAL BAY NURSING AND REHABILITATION","NH","6/12/2020","0","0","12"
"Florida","Dade","LITTLE RIVER ASSISTED LIVING INC","ALF","6/13/2020","0","0","1"
"Florida","Dade","LIVEWELL AT GRAND COURT LAKES","ALF","6/14/2020","0","0","1"
"Florida","Dade","LOG CABIN ENTERPRISES, INC.","ICF","6/12/2020","4","1","8"
"Florida","Dade","MAUD'S PLACE","ALF","6/14/2020","0","1","0"
"Florida","Dade","MERRY ONE ALF","ALF","6/13/2020","1","0","0"
"Florida","Dade","MIAMI ASTURIAS HOME INC","ALF","6/14/2020","0","5","1"
"Florida","Dade","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/14/2020","0","0","1"
"Florida","Dade","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/14/2020","0","0","3"
"Florida","Dade","MIAMI JEWISH HEALTH SYSTEMS, INC.","NH","6/14/2020","2","0","2"
"Florida","Dade","MIAMI SHORES NURSING AND REHAB CENTER","NH","6/14/2020","0","13","2"
"Florida","Dade","MIAMI-DADE COUNTY","ALF","6/14/2020","0","0","2"
"Florida","Dade","NEW ERA COMMUNITY HEALTH CENTER LLC","ALF","6/14/2020","0","8","0"
"Florida","Dade","NORMANDY ESTATES ASSISTED LIVING LLC","ALF","6/14/2020","0","0","2"
"Florida","Dade","NORTH BEACH REHABILITATION CENTER","NH","6/14/2020","0","20","14"
"Florida","Dade","NORTH DADE NURSING AND REHABILITATION CENTER","NH","6/14/2020","22","6","8"
"Florida","Dade","NSPIRE HEALTHCARE KENDALL","NH","6/12/2020","0","23","18"
"Florida","Dade","NSPIRE HEALTHCARE MIAMI LAKES","NH","6/14/2020","18","25","22"
"Florida","Dade","OUR LADY OF CHARITY ACLF, INC","ALF","6/14/2020","1","1","0"
"Florida","Dade","PALACE AT HOMESTEAD, LLC","ALF","6/14/2020","1","0","0"
"Florida","Dade","PALACE AT KENDALL NURSING AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Dade","PALM BREEZE A.L.F.","ALF","6/14/2020","0","16","4"
"Florida","Dade","PALM GARDEN OF AVENTURA","NH","6/14/2020","0","2","1"
"Florida","Dade","PALMETTO CARE CENTER","NH","6/14/2020","0","2","0"
"Florida","Dade","PALMETTO SUBACUTE CARE CENTER","NH","6/14/2020","10","35","29"
"Florida","Dade","PAVILION GARDENS","ALF","6/14/2020","0","1","0"
"Florida","Dade","PINECREST REHABILITATION CENTER","NH","6/12/2020","0","14","16"
"Florida","Dade","PINES NURSING HOME","NH","6/14/2020","1","6","3"
"Florida","Dade","POINTE OF NORTH GABLES","ALF","6/14/2020","10","29","7"
"Florida","Dade","PONCE PLAZA NURSING & REHABILITATION CENTER","NH","6/13/2020","0","9","11"
"Florida","Dade","PROFESSIONAL HOME CARE I","ALF","6/14/2020","0","1","0"
"Florida","Dade","REGENTS PARK AT AVENTURA","NH","6/14/2020","16","19","7"
"Florida","Dade","RESIDENTIAL PLAZA AT BLUE LAGOON","ALF","6/13/2020","0","0","1"
"Florida","Dade","REVIVAL HOME, INC.","ALF","6/14/2020","0","0","1"
"Florida","Dade","RIVERSIDE CARE CENTER","NH","6/14/2020","0","0","1"
"Florida","Dade","RIVIERA HEALTH RESORT","NH","6/14/2020","1","1","2"
"Florida","Dade","SALMO 23 ELDER CARE","ALF","6/14/2020","0","21","5"
"Florida","Dade","SALMO 23 NO. 2, LLC.","ALF","6/14/2020","0","12","7"
"Florida","Dade","SANDS AT SOUTH BEACH CARE CENTER, THE","NH","6/13/2020","13","12","29"
"Florida","Dade","SIGNATURE HEALTHCARE CENTER OF WATERFORD","NH","6/14/2020","25","30","60"
"Florida","Dade","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","NH","6/14/2020","32","16","21"
"Florida","Dade","SINAI PLAZA NURSING AND REHAB CENTER","NH","6/14/2020","0","6","2"
"Florida","Dade","SOUTH DADE NURSING AND REHABILITATION CENTER","NH","6/14/2020","3","3","4"
"Florida","Dade","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","NH","6/14/2020","0","0","3"
"Florida","Dade","STERLING AVENTURA","ALF","6/14/2020","0","1","1"
"Florida","Dade","SUN COAST","ALF","6/12/2020","0","3","1"
"Florida","Dade","SUNRISE COMMUNITY, INC.","ICF","6/13/2020","3","0","0"
"Florida","Dade","SUNSHINE ELDERLY RESIDENCES, CORP","ALF","6/12/2020","1","1","0"
"Florida","Dade","SUSANNA WESLEY HEALTH CENTER","NH","6/11/2020","0","22","11"
"Florida","Dade","TREASURE ISLE CARE CENTER","NH","6/14/2020","0","23","13"
"Florida","Dade","UNITY HEALTH AND REHABILITATION CENTER","NH","6/14/2020","28","27","27"
"Florida","Dade","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","NH","6/14/2020","0","7","2"
"Florida","Dade","VI AT AVENTURA","ALF","6/14/2020","0","0","1"
"Florida","Dade","VI AT AVENTURA","NH","6/14/2020","0","1","1"
"Florida","Dade","VICTORIA NURSING & REHABILITATION CENTER, INC.","NH","6/14/2020","9","4","11"
"Florida","Dade","VILLA MARIA NURSING CENTER","NH","6/14/2020","2","6","0"
"Florida","Dade","VILLA MARIA WEST SKILLED NURSING FACILITY","NH","6/14/2020","0","1","1"
"Florida","Dade","VILLA ROSA I, INC.","ALF","6/12/2020","0","4","0"
"Florida","Dade","VILLA ROSA II INC","ALF","6/12/2020","0","2","0"
"Florida","Dade","VILLA ROSA IV, INC","ALF","6/12/2020","0","0","1"
"Florida","Dade","WEST GABLES HEALTH CARE CENTER","NH","6/14/2020","23","21","11"
"Florida","Monroe","CRYSTAL HEALTH AND REHAB CENTER, LLC","NH","6/10/2020","18","2","8"
"Florida","Nassau","HENDRICKS","ICF","6/14/2020","0","0","1"
"Florida","Nassau","LIFE CARE CENTER OF HILLIARD","NH","6/11/2020","2","3","5"
"Florida","Nassau","MINER NORTH","ICF","6/14/2020","0","0","1"
"Florida","Nassau","THE LAKESIDE AT AMELIA ISLAND","ALF","6/14/2020","2","0","4"
"Florida","Okeechobee","OKEECHOBEE HEALTH CARE FACILITY","NH","6/14/2020","0","0","4"
"Florida","Orange","ADVENTHEALTH CARE CENTER APOPKA NORTH","NH","6/14/2020","0","0","1"
"Florida","Orange","AJR LOVING CARE ALF INC","ALF","6/14/2020","0","0","1"
"Florida","Orange","BROOKDALE CONWAY","ALF","6/13/2020","1","1","0"
"Florida","Orange","GENTRY PARK ORLANDO","ALF","6/14/2020","0","0","2"
"Florida","Orange","GREEN TREE ASSISTED LIVING, LLC","ALF","6/14/2020","0","1","0"
"Florida","Orange","GUARDIAN CARE NURSING & REHABILITATION CENTER","NH","6/14/2020","0","1","1"
"Florida","Orange","HARBORCHASE OF DR PHILLIPS","ALF","6/14/2020","0","0","1"
"Florida","Orange","LIFE CONCEPTS, INC.","ICF","6/14/2020","0","0","13"
"Florida","Orange","MADISON AT OCOEE","ALF","6/14/2020","0","0","2"
"Florida","Orange","MAYFLOWER HEALTHCARE CENTER","NH","6/14/2020","0","0","1"
"Florida","Orange","ORLANDO HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","2"
"Florida","Orange","ORLANDO HEALTH CENTER FOR REHABILITATION","NH","6/14/2020","0","0","1"
"Florida","Orange","PALM GARDEN OF ORLANDO","NH","6/14/2020","0","1","0"
"Florida","Orange","PARKVIEW REHABILITATION CENTER AT WINTER PARK","NH","6/14/2020","0","0","2"
"Florida","Orange","REHABILITATION CENTER OF WINTER PARK, THE","NH","6/14/2020","0","0","2"
"Florida","Orange","ROSEWOOD HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","1","0"
"Florida","Orange","SOLARIS HEALTHCARE LAKE BENNET","NH","6/14/2020","0","0","1"
"Florida","Orange","SONATA WEST","ALF","6/14/2020","0","1","0"
"Florida","Orange","SPRING HILLS HUNTER'S CREEK","ALF","6/14/2020","0","0","1"
"Florida","Orange","TERRA VISTA REHAB AND HEALTH CENTER","NH","6/14/2020","0","1","1"
"Florida","Orange","THE ROSE GARDEN OF ORLANDO","ALF","6/14/2020","0","0","2"
"Florida","Orange","VIVANT AT VERSAILLES","ALF","6/12/2020","0","0","1"
"Florida","Orange","WESTMINSTER BALDWIN PARK","NH","6/14/2020","0","0","1"
"Florida","Orange","WESTMINSTER WINTER PARK","NH","6/14/2020","0","0","1"
"Florida","Orange","WESTMINSTER WINTER PARK","ALF","6/14/2020","0","0","1"
"Florida","Osceola","AVANTE AT ST. CLOUD, INC.","NH","6/14/2020","0","0","1"
"Florida","Osceola","ELITE MANOR - KISSIMMEE","ALF","6/14/2020","0","0","1"
"Florida","Osceola","KEYSTONE REHABILITATION AND HEALTH CENTER","NH","6/14/2020","0","1","0"
"Florida","Osceola","TERRACE OF KISSIMMEE, THE","NH","6/14/2020","1","0","3"
"Florida","Osceola","TERRACE OF ST CLOUD, THE","NH","6/14/2020","10","3","4"
"Florida","Palm Beach","1 AAA ASSISTED LIVING AT WELLINGTON","ALF","6/14/2020","0","2","2"
"Florida","Palm Beach","ABBEY DELRAY","NH","6/14/2020","0","0","3"
"Florida","Palm Beach","ABBEY DELRAY SOUTH","NH","6/14/2020","6","4","8"
"Florida","Palm Beach","ADDINGTON PLACE AT WELLINGTON GREEN","ALF","6/14/2020","0","1","1"
"Florida","Palm Beach","ADDINGTON PLACE AT WELLINGTON GREEN","NH","6/14/2020","0","2","4"
"Florida","Palm Beach","ADDINGTON PLACE JUPITER","ALF","6/14/2020","4","0","14"
"Florida","Palm Beach","ALLEGRO","ALF","6/14/2020","6","0","7"
"Florida","Palm Beach","ALLURE LIVING CARE","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","ARBOR OAKS AT GREENACRES","ALF","6/14/2020","2","12","0"
"Florida","Palm Beach","ATRIA AT VILLAGES OF WINDSOR","ALF","6/14/2020","1","0","1"
"Florida","Palm Beach","ATRIA PARK OF ST JOSEPH'S","ALF","6/14/2020","0","0","3"
"Florida","Palm Beach","ATRIUM AT BOCA RATON, THE","ALF","6/14/2020","1","0","1"
"Florida","Palm Beach","AVANTE AT BOCA RATON, INC.","NH","6/13/2020","10","6","15"
"Florida","Palm Beach","AVANTE AT LAKE WORTH, INC.","NH","6/14/2020","0","1","4"
"Florida","Palm Beach","BARRINGTON TERRACE AT BOYNTON BEACH","ALF","6/14/2020","0","0","6"
"Florida","Palm Beach","BARRINGTON TERRACE OF BOYNTON BEACH","NH","6/14/2020","0","0","6"
"Florida","Palm Beach","BOULEVARD REHABILITATION CENTER","NH","6/14/2020","4","14","4"
"Florida","Palm Beach","BOYNTON BEACH REHABILITATION CENTER","NH","6/14/2020","1","1","8"
"Florida","Palm Beach","BRIGHTON GARDENS OF BOCA RATON","ALF","6/12/2020","0","1","1"
"Florida","Palm Beach","BROOKDALE PALM BEACH GARDENS","ALF","6/12/2020","2","0","3"
"Florida","Palm Beach","BROOKDALE WEST BOYNTON BEACH","ALF","6/14/2020","0","1","0"
"Florida","Palm Beach","CARLISLE PALM BEACH, THE","ALF","6/12/2020","0","0","2"
"Florida","Palm Beach","CHATSWORTH AT PGA NATIONAL","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","CHATSWORTH AT PGA NATIONAL, LLC","NH","6/14/2020","3","1","7"
"Florida","Palm Beach","COLONIAL ASSISTED LIVING AT BOYNTON BEACH, FL","ALF","6/14/2020","0","1","0"
"Florida","Palm Beach","CONSULATE HEALTH CARE OF WEST PALM BEACH","NH","6/14/2020","8","4","9"
"Florida","Palm Beach","CORAL BAY HEALTHCARE AND REHABILITATION","NH","6/14/2020","6","4","8"
"Florida","Palm Beach","COURTYARD GARDENS OF JUPITER","ALF","6/14/2020","10","10","9"
"Florida","Palm Beach","CRESTHAVEN","ALF","6/14/2020","0","1","2"
"Florida","Palm Beach","DARCY HALL OF LIFE CARE","NH","6/14/2020","1","0","1"
"Florida","Palm Beach","DISCOVERY VILLAGE AT BOYNTON BEACH AL","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","DISCOVERY VILLAGE AT PALM BEACH GARDENS","ALF","6/9/2020","0","0","2"
"Florida","Palm Beach","ENCORE AT BOCA RATON REHABILITATION AND NURSING CENTER, LLC, THE","NH","6/14/2020","0","1","2"
"Florida","Palm Beach","FIVE STAR PREMIER RESIDENCES OF BOCA RATON","ALF","6/13/2020","0","1","0"
"Florida","Palm Beach","GLADES HEALTH CARE CENTER","NH","6/13/2020","0","1","7"
"Florida","Palm Beach","GRAND VILLA OF DELRAY EAST","ALF","6/14/2020","0","12","0"
"Florida","Palm Beach","HAMLIN PLACE OF BOYNTON BEACH","NH","6/13/2020","0","6","2"
"Florida","Palm Beach","HARBORCHASE OF PALM BEACH GARDENS","ALF","6/11/2020","7","0","20"
"Florida","Palm Beach","HARBOUR'S EDGE","NH","6/14/2020","0","0","1"
"Florida","Palm Beach","HEALTH CENTER AT SINAI RESIDENCES","NH","6/14/2020","0","0","2"
"Florida","Palm Beach","HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF BOCA RATON","NH","6/14/2020","3","5","8"
"Florida","Palm Beach","HEARTLAND HEALTH CARE CENTER - BOYNTON BEACH","NH","6/14/2020","13","17","5"
"Florida","Palm Beach","HEARTLAND HEALTH CARE CENTER - PROSPERITY OAKS","NH","6/14/2020","6","5","9"
"Florida","Palm Beach","JUPITER REHABILITATION AND HEALTHCARE CENTER","NH","6/14/2020","0","0","2"
"Florida","Palm Beach","LAKE VIEW CARE CENTER AT DELRAY","NH","6/14/2020","1","9","11"
"Florida","Palm Beach","LAKESIDE HEALTH CENTER","NH","6/13/2020","0","1","4"
"Florida","Palm Beach","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE, INC.","NH","6/14/2020","0","0","2"
"Florida","Palm Beach","MANORCARE HEALTH SERVICES","NH","6/14/2020","6","0","6"
"Florida","Palm Beach","MANORCARE HEALTH SERVICES","NH","6/14/2020","0","4","4"
"Florida","Palm Beach","MANORCARE HEALTH SERVICES - BOYNTON BEACH","NH","6/14/2020","9","0","1"
"Florida","Palm Beach","MANORCARE HEALTH SERVICES WEST PALM BEACH","NH","6/14/2020","0","3","1"
"Florida","Palm Beach","MEDICANA NURSING AND REHAB CENTER","NH","6/14/2020","1","14","1"
"Florida","Palm Beach","NORTH LAKE CARE CENTER","NH","6/14/2020","2","11","4"
"Florida","Palm Beach","NURSING CENTER AT LA POSADA","NH","6/14/2020","0","0","1"
"Florida","Palm Beach","OAKBRIDGE TERRACE AL RESIDENCE AT ST ANDREWS ESTATES","ALF","6/14/2020","0","3","1"
"Florida","Palm Beach","OASIS HEALTH AND REHABILITATION CENTER","NH","6/14/2020","11","0","1"
"Florida","Palm Beach","PALM GARDEN OF WEST PALM BEACH","NH","6/13/2020","0","3","0"
"Florida","Palm Beach","PALM'S EDGE ASSISTED LIVING AND MEMORY CARE","ALF","6/11/2020","0","4","4"
"Florida","Palm Beach","PALMS ROYALE ALF LLC","ALF","6/14/2020","4","0","0"
"Florida","Palm Beach","PARKSIDE INN","ALF","6/14/2020","0","1","0"
"Florida","Palm Beach","PLEASANT RETIREMENT HOME INC","ALF","6/14/2020","0","10","4"
"Florida","Palm Beach","REGENTS PARK NURSING & REHABILITATION CENTER","NH","6/14/2020","2","9","0"
"Florida","Palm Beach","REHABILITATION CENTER OF THE PALM BEACHES,THE","NH","6/14/2020","0","10","2"
"Florida","Palm Beach","RENAISSANCE HEALTH AND REHABILITATION","NH","6/14/2020","0","16","7"
"Florida","Palm Beach","ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER","NH","6/14/2020","1","0","3"
"Florida","Palm Beach","RUSTIC RETREAT","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","SIGNATURE HEALTHCARE OF PALM BEACH","NH","6/14/2020","12","28","25"
"Florida","Palm Beach","SONATA BOYNTON BEACH","ALF","6/14/2020","1","2","0"
"Florida","Palm Beach","STRATFORD COURT OF BOCA RATON","NH","6/14/2020","0","7","8"
"Florida","Palm Beach","SYMPHONY AT DELRAY BEACH","ALF","6/14/2020","0","2","2"
"Florida","Palm Beach","THE CLUB AT BOYNTON BEACH","ALF","6/14/2020","2","0","3"
"Florida","Palm Beach","THE LANDING OF LAKE WORTH","ALF","6/14/2020","5","0","3"
"Florida","Palm Beach","THE MERIDIAN AT BOCA RATON","ALF","6/13/2020","1","2","5"
"Florida","Palm Beach","THE MERIDIAN AT LANTANA","ALF","6/13/2020","1","1","0"
"Florida","Palm Beach","TRADITION OF THE PALM BEACHES (THE)","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","VENTURA HEALTH AND REHABILITATION CENTER","NH","6/14/2020","6","2","8"
"Florida","Palm Beach","VERANDA CLUB ASSISTED LIVING, THE","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","VI AT LAKESIDE VILLAGE","ALF","6/14/2020","0","0","1"
"Florida","Palm Beach","WILLOWBROOKE COURT AT ST ANDREWS ESTATES","NH","6/14/2020","6","0","9"
"Florida","Palm Beach","WILLOWBROOKE COURT SKILLED CARE CENTER- EDGEWATER AT BOCA POINTE","NH","6/14/2020","0","1","1"
"Florida","Palm Beach","WOOD LAKE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","1","5"
"Florida","Palm Beach","YOURLIFE OF PALM BEACH GARDENS","ALF","6/14/2020","3","0","0"
"Florida","Pasco","AMERICAN HOUSE ZEPHRYHILLS","ALF","6/14/2020","0","0","1"
"Florida","Pasco","ANGELS SENIOR LIVING AT CONNERTON COURT LLC","ALF","6/14/2020","2","0","1"
"Florida","Pasco","HEARTLAND OF ZEPHYRHILLS","NH","6/14/2020","0","4","0"
"Florida","Pasco","KEYSTONE PLACE AT TERRA BELLA","ALF","6/14/2020","0","0","1"
"Florida","Pasco","LIFE CARE CENTER OF NEW PORT RICHEY","NH","6/12/2020","0","1","1"
"Florida","Pasco","ORCHARD RIDGE","NH","6/8/2020","1","0","1"
"Florida","Pasco","ROYAL OAK NURSING CENTER","NH","6/14/2020","5","14","14"
"Florida","Pasco","SUN COAST RETREAT","ALF","6/14/2020","3","0","0"
"Florida","Pasco","WESTBROOKE MANOR","ALF","6/14/2020","0","1","0"
"Florida","Pasco","WINDSOR WOODS REHAB AND HEALTHCARE CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","ABBEY REHABILITATION AND NURSING CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","ADDINGTON PLACE AT COLLEGE HARBOR","ALF","6/13/2020","0","0","2"
"Florida","Pinellas","ADDINGTON PLACE OF EAST LAKE","ALF","6/14/2020","0","1","0"
"Florida","Pinellas","ALHAMBRA HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","1"
"Florida","Pinellas","ALPINE HEALTH AND REHABILITATION CENTER","NH","6/14/2020","0","0","2"
"Florida","Pinellas","APOLLO HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","4"
"Florida","Pinellas","BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTER","NH","6/14/2020","15","3","1"
"Florida","Pinellas","BARRINGTON (THE)","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","BAY POINTE NURSING PAVILION","NH","6/14/2020","0","0","4"
"Florida","Pinellas","BAY TREE CENTER","NH","6/13/2020","2","2","2"
"Florida","Pinellas","BAYSIDE CARE CENTER","NH","6/14/2020","0","0","3"
"Florida","Pinellas","BAYTREE LAKESIDE","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","BLOOM AT ST PETERSBURG","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","BON SECOURS MARIA MANOR NURSING CARE CENTER","NH","6/14/2020","11","13","9"
"Florida","Pinellas","BON SECOURS PLACE AT ST PETERSBURG","ALF","6/14/2020","0","0","3"
"Florida","Pinellas","BRENTWOOD SENIOR LIVING AT ST PETE","ALF","6/14/2020","0","0","1"
"Florida","Pinellas","BROOKDALE TARPON SPRINGS","ALF","6/12/2020","0","0","1"
"Florida","Pinellas","BUTTERFLY MANOR ASSISTED LIVING FACILITY (THE)","ALF","6/14/2020","0","1","0"
"Florida","Pinellas","CARE CENTER AT PINELLAS PARK, THE","NH","6/14/2020","0","0","2"
"Florida","Pinellas","CARRINGTON PLACE OF ST PETE","NH","6/14/2020","27","8","0"
"Florida","Pinellas","CONSULATE HEALTH CARE OF ST PETERSBURG","NH","6/14/2020","0","0","3"
"Florida","Pinellas","EAST BAY REHABILITATION CENTER","NH","6/14/2020","0","0","3"
"Florida","Pinellas","EGRET COVE CENTER","NH","6/14/2020","0","2","0"
"Florida","Pinellas","FREEDOM SQUARE HEALTH CARE CENTER","NH","6/14/2020","0","14","11"
"Florida","Pinellas","GLEN OAKS HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","0","4"
