"State","County","Facility","Provider Type","Update","Positive Residents","Positive Residents Transferred","Positive Staff"
"Florida","LEE","THE ROSE GARDEN OF FT MYERS","ALF","6/13/2020","2","0","0"
"Florida","LEE","THRIVE AT BEACHWALK","ALF","6/12/2020","0","2","2"
"Florida","LEE","WINDSOR AT CAPE CORAL (THE)","ALF","6/12/2020","0","3","0"
"Florida","LEE","WINKLER COURT","NH","6/13/2020","0","2","0"
"Florida","LEON","ALLEGRO","ALF","6/12/2020","0","0","2"
"Florida","LEON","CANTERFIELD OF TALLAHASSEE, LLC","ALF","6/12/2020","0","0","1"
"Florida","LEON","ELMCROFT OF TALLAHASSEE","ALF","6/13/2020","0","0","2"
"Florida","LEON","HERITAGE HEALTHCARE CENTER AT TALLAHASSEE","NH","6/13/2020","0","0","1"
"Florida","LEON","MIRACLE HILL NURSING AND REHABILITATION CENTER, INC","NH","6/10/2020","0","0","2"
"Florida","LEON","PRUITTHEALTH - SOUTHWOOD","NH","6/13/2020","4","0","0"
"Florida","LEON","SEVEN HILLS HEALTH & REHABILITATION CENTER","NH","6/13/2020","0","1","0"
"Florida","LEON","SUNRISE COMMUNITY, INC.","ICF","6/13/2020","0","0","1"
"Florida","LEON","SUNRISE COMMUNITY, INC.","ICF","6/13/2020","1","0","2"
"Florida","LEON","TALLAHASSEE DEVELOPMENTAL CENTER","ICF","6/13/2020","14","0","11"
"Florida","LEON","TAPESTRY SENIOR LIVING OF TALLAHASSEE","ALF","6/13/2020","0","0","1"
"Florida","LEON","WOODMONT A PACIFICA SENIOR LIVING COMMUNITY","ALF","6/12/2020","0","0","2"
"Florida","LEVY","WILLISTON CARE CENTER","NH","6/13/2020","0","2","7"
"Florida","MADISON","CROSSWINDS HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","MADISON","LAKE PARK OF MADISON NURSING AND REHABILITATION CENTER","NH","6/13/2020","1","2","2"
"Florida","MANATEE","BAY VUE NURSING AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","MANATEE","BRADEN RIVER REHABILITATION CENTER LLC","NH","6/13/2020","1","21","1"
"Florida","MANATEE","BRADENTON HEALTH CARE","NH","6/13/2020","0","15","0"
"Florida","MANATEE","BROOKDALE BRADENTON GARDENS","ALF","6/12/2020","0","5","0"
"Florida","MANATEE","BROOKDALE PALMA SOLA","ALF","6/13/2020","0","2","0"
"Florida","MANATEE","CASA MORA REHABILITATION AND EXTENDED CARE","NH","6/13/2020","9","0","4"
"Florida","MANATEE","DISCOVERY VILLAGE AT SARASOTA BAY","ALF","6/13/2020","1","0","1"
"Florida","MANATEE","HERITAGE PARK CARE AND REHABILITATION CENTER","NH","6/12/2020","5","4","11"
"Florida","MANATEE","INN AT FREEDOM VILLAGE, THE","NH","6/12/2020","0","0","1"
"Florida","MANATEE","LANGDON HALL OF BRADENTON","ALF","6/12/2020","0","0","1"
"Florida","MANATEE","LILY'S PROMISE LLC","ALF","6/13/2020","0","0","1"
"Florida","MANATEE","MANATEE SPRINGS REHABILITATION AND NURSING CENTER","NH","6/13/2020","18","13","6"
"Florida","MANATEE","NATIONAL CHURCH RESIDENCES OF BRADENTON FL INC","ALF","6/13/2020","12","2","6"
"Florida","MANATEE","NEURORESTORATIVE FLORIDA","ALF","6/13/2020","0","0","1"
"Florida","MANATEE","RIVIERA PALMS REHABILITATION CENTER","NH","6/13/2020","0","15","0"
"Florida","MANATEE","SUMMERFIELD RETIREMENT","ALF","6/13/2020","0","3","1"
"Florida","MANATEE","SURREY PLACE HEALTHCARE AND REHABILITATION","NH","6/13/2020","0","1","0"
"Florida","MANATEE","VILLAS OF HOLLY BROOK - BRADENTON COVE","ALF","6/13/2020","0","1","1"
"Florida","MARION","BRIDGEWATER PARK HEALTH & REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","MARION","OAKHURST CENTER","NH","6/13/2020","0","2","0"
"Florida","MARION","PALM GARDEN OF OCALA","NH","6/11/2020","0","7","3"
"Florida","MARTIN","ADDINGTON PLACE STUART","ALF","6/12/2020","0","0","1"
"Florida","MARTIN","BROOKDALE STUART","ALF","6/11/2020","0","0","3"
"Florida","MARTIN","DISCOVERY VILLAGE AT STUART","ALF","6/13/2020","0","0","1"
"Florida","MARTIN","GRAND OAKS OF PALM CITY LLC","ALF","6/13/2020","0","3","0"
"Florida","MARTIN","HOBE SOUND MANOR","ALF","6/12/2020","2","2","2"
"Florida","MARTIN","MARTIN NURSING AND REHABILITATION","NH","6/12/2020","0","0","4"
"Florida","MARTIN","PALM CITY NURSING AND REHAB CENTER","NH","6/13/2020","0","1","1"
"Florida","MARTIN","SALERNO BAY HEALTH AND REHABILITATION CENTER","NH","6/13/2020","3","1","6"
"Florida","MARTIN","SOLARIS HEALTHCARE PARKWAY","NH","6/13/2020","0","0","4"
"Florida","MARTIN","STUART LODGE","ALF","6/13/2020","0","0","2"
"Florida","MARTIN","TERRACE AT HOBE SOUND, THE","NH","6/13/2020","4","1","15"
"Florida","MARTIN","YOURLIFE OF STUART","ALF","6/13/2020","5","1","7"
"Florida","MIAMI-DADE","ARCH PLAZA NURSING & REHABILITATION CENTER","NH","6/13/2020","0","4","1"
"Florida","MIAMI-DADE","ASSISTED LIVING OF WESTCHESTER, LLC","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","AVENTURA REHAB AND NURSING CENTER","NH","6/13/2020","0","2","0"
"Florida","MIAMI-DADE","BLUE POINT HOME CARE INC","ALF","6/13/2020","0","1","0"
"Florida","MIAMI-DADE","CLARIDGE HOUSE NURSING & REHABILITATION CENTER","NH","6/12/2020","12","33","5"
"Florida","MIAMI-DADE","CORAL GABLES NURSING AND REHABILITATION CENTER","NH","6/13/2020","3","12","5"
"Florida","MIAMI-DADE","CORAL REEF NURSING & REHABILITATION CENTER","NH","6/13/2020","0","19","15"
"Florida","MIAMI-DADE","CROSS GARDENS CARE CENTER","NH","6/13/2020","18","6","6"
"Florida","MIAMI-DADE","EAST RIDGE RETIREMENT VILLAGE INC","NH","6/13/2020","0","0","2"
"Florida","MIAMI-DADE","EAST RIDGE RETIREMENT VILLAGE, INC","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","EPWORTH VILLAGE RETIREMENT COMMUNITY","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","FAIR HAVENS CENTER","NH","6/13/2020","0","34","27"
"Florida","MIAMI-DADE","FLORIDEAN NURSING AND REHABILITATION CENTER, THE","NH","6/13/2020","0","5","0"
"Florida","MIAMI-DADE","FOUNTAIN MANOR HEALTH & REHABILITATION CENTER","NH","6/13/2020","0","1","5"
"Florida","MIAMI-DADE","FRANCO NURSING & REHABILITATION CENTER","NH","6/13/2020","0","8","4"
"Florida","MIAMI-DADE","GARDEN VALLEY RETIREMENT HOME LLC","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","GOLDEN GLADES NURSING AND REHABILITATION CENTER","NH","6/13/2020","14","3","11"
"Florida","MIAMI-DADE","HAMPTON COURT NURSING AND REHABILITATION CENTER","NH","6/13/2020","0","1","0"
"Florida","MIAMI-DADE","HARMONY HEALTH CENTER","NH","6/13/2020","2","1","0"
"Florida","MIAMI-DADE","HAZEL CYPEN TOWER","ALF","6/13/2020","0","3","0"
"Florida","MIAMI-DADE","HIALEAH ALF INC","ALF","6/13/2020","1","1","1"
"Florida","MIAMI-DADE","HIALEAH NURSING AND REHABILITATION CENTER","NH","6/13/2020","0","131","76"
"Florida","MIAMI-DADE","HIALEAH SHORES NURSING AND REHAB CENTER","NH","6/13/2020","0","0","2"
"Florida","MIAMI-DADE","HOGAR DE AMABLE CONSUELO CORP","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","IMPERIAL CLUB","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","JACKSON MEMORIAL LONG TERM CARE CENTER","NH","6/13/2020","0","0","2"
"Florida","MIAMI-DADE","JACKSON PLAZA NURSING AND REHABILITATION CENTER","NH","6/13/2020","4","16","2"
"Florida","MIAMI-DADE","KENDALL LAKES HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","1","1"
"Florida","MIAMI-DADE","KRYSTAL BAY NURSING AND REHABILITATION","NH","6/12/2020","0","0","12"
"Florida","MIAMI-DADE","LITTLE RIVER ASSISTED LIVING INC","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","LOG CABIN ENTERPRISES, INC.","ICF","6/12/2020","4","1","8"
"Florida","MIAMI-DADE","MAUD'S PLACE","ALF","6/13/2020","0","1","0"
"Florida","MIAMI-DADE","MERRY ONE ALF","ALF","6/13/2020","1","0","0"
"Florida","MIAMI-DADE","MIAMI ASTURIAS HOME INC","ALF","6/13/2020","3","1","1"
"Florida","MIAMI-DADE","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","MIAMI CEREBRAL PALSY RESIDENTIAL SERVICES, INC.","ICF","6/13/2020","0","0","3"
"Florida","MIAMI-DADE","MIAMI JEWISH HEALTH SYSTEMS, INC.","NH","6/13/2020","2","0","2"
"Florida","MIAMI-DADE","MIAMI SHORES NURSING AND REHAB CENTER","NH","6/13/2020","0","13","2"
"Florida","MIAMI-DADE","MIAMI-DADE COUNTY","ALF","6/12/2020","0","0","2"
"Florida","MIAMI-DADE","NEW ERA COMMUNITY HEALTH CENTER LLC","ALF","6/13/2020","0","8","0"
"Florida","MIAMI-DADE","NORMANDY ESTATES ASSISTED LIVING LLC","ALF","6/13/2020","0","0","2"
"Florida","MIAMI-DADE","NORTH BEACH REHABILITATION CENTER","NH","6/13/2020","0","20","14"
"Florida","MIAMI-DADE","NORTH DADE NURSING AND REHABILITATION CENTER","NH","6/13/2020","22","5","8"
"Florida","MIAMI-DADE","NSPIRE HEALTHCARE KENDALL","NH","6/12/2020","0","23","18"
"Florida","MIAMI-DADE","NSPIRE HEALTHCARE MIAMI LAKES","NH","6/11/2020","15","25","18"
"Florida","MIAMI-DADE","OUR LADY OF CHARITY ACLF, INC","ALF","6/13/2020","1","1","0"
"Florida","MIAMI-DADE","PALACE AT HOMESTEAD, LLC","ALF","6/13/2020","1","0","0"
"Florida","MIAMI-DADE","PALM BREEZE A.L.F.","ALF","6/13/2020","0","16","4"
"Florida","MIAMI-DADE","PALM GARDEN OF AVENTURA","NH","6/13/2020","0","2","1"
"Florida","MIAMI-DADE","PALMETTO CARE CENTER","NH","6/13/2020","0","2","4"
"Florida","MIAMI-DADE","PALMETTO SUBACUTE CARE CENTER","NH","6/13/2020","10","35","29"
"Florida","MIAMI-DADE","PAVILION GARDENS","ALF","6/13/2020","0","1","0"
"Florida","MIAMI-DADE","PINECREST REHABILITATION CENTER","NH","6/12/2020","0","14","16"
"Florida","MIAMI-DADE","PINES NURSING HOME","NH","6/13/2020","1","6","3"
"Florida","MIAMI-DADE","POINTE OF NORTH GABLES","ALF","6/13/2020","10","29","8"
"Florida","MIAMI-DADE","PONCE PLAZA NURSING & REHABILITATION CENTER","NH","6/13/2020","0","9","11"
"Florida","MIAMI-DADE","PROFESSIONAL HOME CARE I","ALF","6/12/2020","0","1","0"
"Florida","MIAMI-DADE","REGENTS PARK AT AVENTURA","NH","6/13/2020","16","19","7"
"Florida","MIAMI-DADE","RESIDENTIAL PLAZA AT BLUE LAGOON","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","REVIVAL HOME, INC.","ALF","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","RIVERSIDE CARE CENTER","NH","6/13/2020","0","0","1"
"Florida","MIAMI-DADE","RIVIERA HEALTH RESORT","NH","6/13/2020","1","1","2"
"Florida","MIAMI-DADE","SALMO 23 ELDER CARE","ALF","6/13/2020","0","21","5"
"Florida","MIAMI-DADE","SALMO 23 NO. 2, LLC.","ALF","6/13/2020","0","12","7"
"Florida","MIAMI-DADE","SANDS AT SOUTH BEACH CARE CENTER, THE","NH","6/13/2020","13","12","29"
"Florida","MIAMI-DADE","SIGNATURE HEALTHCARE CENTER OF WATERFORD","NH","6/13/2020","25","30","60"
"Florida","MIAMI-DADE","SIGNATURE HEALTHCARE OF BROOKWOOD GARDENS","NH","6/13/2020","32","16","21"
"Florida","MIAMI-DADE","SINAI PLAZA NURSING AND REHAB CENTER","NH","6/12/2020","0","6","2"
"Florida","MIAMI-DADE","SOUTH DADE NURSING AND REHABILITATION CENTER","NH","6/13/2020","3","2","4"
"Florida","MIAMI-DADE","ST ANNES NURSING CENTER, ST ANNES RESIDENCE INC","NH","6/13/2020","0","0","3"
"Florida","MIAMI-DADE","STERLING AVENTURA","ALF","6/13/2020","0","1","1"
"Florida","MIAMI-DADE","SUN COAST","ALF","6/12/2020","0","3","1"
"Florida","MIAMI-DADE","SUNRISE COMMUNITY, INC.","ICF","6/13/2020","3","0","0"
"Florida","MIAMI-DADE","SUNSHINE ELDERLY RESIDENCES, CORP","ALF","6/12/2020","1","1","0"
"Florida","MIAMI-DADE","SUSANNA WESLEY HEALTH CENTER","NH","6/11/2020","0","22","11"
"Florida","MIAMI-DADE","TREASURE ISLE CARE CENTER","NH","6/13/2020","0","23","13"
"Florida","MIAMI-DADE","UNITY HEALTH AND REHABILITATION CENTER","NH","6/13/2020","28","27","28"
"Florida","MIAMI-DADE","UNIVERSITY PLAZA REHABILITATION AND NURSING CENTER, INC","NH","6/13/2020","0","7","2"
"Florida","MIAMI-DADE","VI AT AVENTURA","ALF","6/12/2020","0","0","1"
"Florida","MIAMI-DADE","VI AT AVENTURA","NH","6/12/2020","0","1","1"
"Florida","MIAMI-DADE","VICTORIA NURSING & REHABILITATION CENTER, INC.","NH","6/13/2020","9","4","11"
"Florida","MIAMI-DADE","VILLA MARIA NURSING CENTER","NH","6/13/2020","2","6","0"
"Florida","MIAMI-DADE","VILLA MARIA WEST SKILLED NURSING FACILITY","NH","6/13/2020","0","1","1"
"Florida","MIAMI-DADE","VILLA ROSA I, INC.","ALF","6/12/2020","0","4","0"
"Florida","MIAMI-DADE","VILLA ROSA II INC","ALF","6/12/2020","0","2","0"
"Florida","MIAMI-DADE","VILLA ROSA IV, INC","ALF","6/12/2020","0","0","1"
"Florida","MIAMI-DADE","WEST GABLES HEALTH CARE CENTER","NH","6/13/2020","23","21","11"
"Florida","MONROE","CRYSTAL HEALTH AND REHAB CENTER, LLC","NH","6/10/2020","18","2","8"
"Florida","NASSAU","HENDRICKS","ICF","6/13/2020","0","0","1"
"Florida","NASSAU","LIFE CARE CENTER OF HILLIARD","NH","6/11/2020","2","3","5"
"Florida","NASSAU","MINER NORTH","ICF","6/13/2020","0","0","1"
"Florida","NASSAU","THE LAKESIDE AT AMELIA ISLAND","ALF","6/13/2020","0","0","3"
"Florida","ORANGE","ADVENTHEALTH CARE CENTER APOPKA NORTH","NH","6/13/2020","0","0","1"
"Florida","ORANGE","AJR LOVING CARE ALF INC","ALF","6/12/2020","0","0","1"
"Florida","ORANGE","BROOKDALE CONWAY","ALF","6/13/2020","1","1","0"
"Florida","ORANGE","GENTRY PARK ORLANDO","ALF","6/13/2020","0","0","2"
"Florida","ORANGE","GUARDIAN CARE NURSING & REHABILITATION CENTER","NH","6/13/2020","0","1","1"
"Florida","ORANGE","HARBORCHASE OF DR PHILLIPS","ALF","6/13/2020","0","0","1"
"Florida","ORANGE","LIFE CONCEPTS, INC.","ICF","6/13/2020","0","0","13"
"Florida","ORANGE","MADISON AT OCOEE","ALF","6/11/2020","0","0","2"
"Florida","ORANGE","MAYFLOWER HEALTHCARE CENTER","NH","6/13/2020","0","0","1"
"Florida","ORANGE","ORLANDO HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","2"
"Florida","ORANGE","ORLANDO HEALTH CENTER FOR REHABILITATION","NH","6/13/2020","0","0","1"
"Florida","ORANGE","PALM GARDEN OF ORLANDO","NH","6/13/2020","0","1","0"
"Florida","ORANGE","PARKVIEW REHABILITATION CENTER AT WINTER PARK","NH","6/13/2020","0","0","2"
"Florida","ORANGE","REHABILITATION CENTER OF WINTER PARK, THE","NH","6/13/2020","0","0","2"
"Florida","ORANGE","ROSEWOOD HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","1","0"
"Florida","ORANGE","SOLARIS HEALTHCARE LAKE BENNET","NH","6/13/2020","0","0","1"
"Florida","ORANGE","SONATA WEST","ALF","6/13/2020","0","1","0"
"Florida","ORANGE","SPRING HILLS HUNTER'S CREEK","ALF","6/13/2020","0","0","1"
"Florida","ORANGE","TERRA VISTA REHAB AND HEALTH CENTER","NH","6/13/2020","0","1","1"
"Florida","ORANGE","THE ROSE GARDEN OF ORLANDO","ALF","6/11/2020","0","0","2"
"Florida","ORANGE","VIVANT AT VERSAILLES","ALF","6/12/2020","0","0","1"
"Florida","ORANGE","WESTMINSTER BALDWIN PARK","NH","6/13/2020","0","0","1"
"Florida","ORANGE","WESTMINSTER WINTER PARK","NH","6/13/2020","0","0","1"
"Florida","ORANGE","WESTMINSTER WINTER PARK","ALF","6/13/2020","0","0","1"
"Florida","OSCEOLA","AVANTE AT ST. CLOUD, INC.","NH","6/13/2020","0","0","1"
"Florida","OSCEOLA","ELITE MANOR - KISSIMMEE","ALF","6/13/2020","0","0","1"
"Florida","OSCEOLA","KEYSTONE REHABILITATION AND HEALTH CENTER","NH","6/13/2020","0","1","0"
"Florida","OSCEOLA","TERRACE OF KISSIMMEE, THE","NH","6/13/2020","1","0","3"
"Florida","OSCEOLA","TERRACE OF ST CLOUD, THE","NH","6/13/2020","10","3","3"
"Florida","PALM BEACH","1 AAA ASSISTED LIVING AT WELLINGTON","ALF","6/13/2020","0","2","2"
"Florida","PALM BEACH","ABBEY DELRAY","NH","6/13/2020","0","0","3"
"Florida","PALM BEACH","ABBEY DELRAY SOUTH","NH","6/13/2020","4","2","8"
"Florida","PALM BEACH","ADDINGTON PLACE AT WELLINGTON GREEN","ALF","6/13/2020","0","1","1"
"Florida","PALM BEACH","ADDINGTON PLACE AT WELLINGTON GREEN","NH","6/13/2020","0","2","4"
"Florida","PALM BEACH","ADDINGTON PLACE JUPITER","ALF","6/13/2020","4","0","14"
"Florida","PALM BEACH","ALLEGRO","ALF","6/13/2020","6","0","7"
"Florida","PALM BEACH","ALLURE LIVING CARE","ALF","6/13/2020","0","0","1"
"Florida","PALM BEACH","ARBOR OAKS AT GREENACRES","ALF","6/13/2020","2","12","0"
"Florida","PALM BEACH","ATRIA AT VILLAGES OF WINDSOR","ALF","6/13/2020","1","0","1"
"Florida","PALM BEACH","ATRIA PARK OF ST JOSEPH'S","ALF","6/13/2020","0","0","3"
"Florida","PALM BEACH","ATRIUM AT BOCA RATON, THE","ALF","6/13/2020","1","0","1"
"Florida","PALM BEACH","AVANTE AT BOCA RATON, INC.","NH","6/13/2020","10","6","15"
"Florida","PALM BEACH","AVANTE AT LAKE WORTH, INC.","NH","6/13/2020","0","1","4"
"Florida","PALM BEACH","BARRINGTON TERRACE AT BOYNTON BEACH","ALF","6/12/2020","0","0","6"
"Florida","PALM BEACH","BARRINGTON TERRACE OF BOYNTON BEACH","NH","6/12/2020","0","0","6"
"Florida","PALM BEACH","BOULEVARD REHABILITATION CENTER","NH","6/13/2020","4","14","4"
"Florida","PALM BEACH","BOYNTON BEACH REHABILITATION CENTER","NH","6/13/2020","1","1","8"
"Florida","PALM BEACH","BRIGHTON GARDENS OF BOCA RATON","ALF","6/12/2020","0","1","1"
"Florida","PALM BEACH","BROOKDALE PALM BEACH GARDENS","ALF","6/12/2020","2","0","3"
"Florida","PALM BEACH","BROOKDALE WEST BOYNTON BEACH","ALF","6/13/2020","0","1","0"
"Florida","PALM BEACH","CARLISLE PALM BEACH, THE","ALF","6/12/2020","0","0","2"
"Florida","PALM BEACH","CHATSWORTH AT PGA NATIONAL","ALF","6/13/2020","0","0","1"
"Florida","PALM BEACH","CHATSWORTH AT PGA NATIONAL, LLC","NH","6/13/2020","3","1","7"
"Florida","PALM BEACH","COLONIAL ASSISTED LIVING AT BOYNTON BEACH, FL","ALF","6/13/2020","0","1","0"
"Florida","PALM BEACH","CONSULATE HEALTH CARE OF WEST PALM BEACH","NH","6/13/2020","8","4","9"
"Florida","PALM BEACH","CORAL BAY HEALTHCARE AND REHABILITATION","NH","6/13/2020","6","4","8"
"Florida","PALM BEACH","COURTYARD GARDENS OF JUPITER","ALF","6/13/2020","10","9","9"
"Florida","PALM BEACH","CRESTHAVEN","ALF","6/13/2020","0","1","2"
"Florida","PALM BEACH","DARCY HALL OF LIFE CARE","NH","6/13/2020","1","0","1"
"Florida","PALM BEACH","DISCOVERY VILLAGE AT BOYNTON BEACH AL","ALF","6/13/2020","0","0","1"
"Florida","PALM BEACH","DISCOVERY VILLAGE AT PALM BEACH GARDENS","ALF","6/9/2020","0","0","2"
"Florida","PALM BEACH","ENCORE AT BOCA RATON REHABILITATION AND NURSING CENTER, LLC, THE","NH","6/13/2020","0","1","1"
"Florida","PALM BEACH","FIVE STAR PREMIER RESIDENCES OF BOCA RATON","ALF","6/13/2020","0","1","0"
"Florida","PALM BEACH","GLADES HEALTH CARE CENTER","NH","6/13/2020","0","1","7"
"Florida","PALM BEACH","GRAND VILLA OF DELRAY EAST","ALF","6/13/2020","0","11","0"
"Florida","PALM BEACH","HAMLIN PLACE OF BOYNTON BEACH","NH","6/13/2020","0","6","2"
"Florida","PALM BEACH","HARBORCHASE OF PALM BEACH GARDENS","ALF","6/11/2020","7","0","20"
"Florida","PALM BEACH","HARBOUR'S EDGE","NH","6/13/2020","0","0","1"
"Florida","PALM BEACH","HEALTH CENTER AT SINAI RESIDENCES","NH","6/13/2020","0","0","2"
"Florida","PALM BEACH","HEARTLAND HEALTH CARE AND REHABILITATION CENTER OF BOCA RATON","NH","6/12/2020","2","6","8"
"Florida","PALM BEACH","HEARTLAND HEALTH CARE CENTER - BOYNTON BEACH","NH","6/13/2020","13","16","5"
"Florida","PALM BEACH","HEARTLAND HEALTH CARE CENTER - PROSPERITY OAKS","NH","6/13/2020","7","5","9"
"Florida","PALM BEACH","JUPITER REHABILITATION AND HEALTHCARE CENTER","NH","6/13/2020","0","0","2"
"Florida","PALM BEACH","LAKE VIEW CARE CENTER AT DELRAY","NH","6/13/2020","1","9","11"
"Florida","PALM BEACH","LAKESIDE HEALTH CENTER","NH","6/12/2020","0","1","4"
"Florida","PALM BEACH","LOURDES-NOREEN MCKEEN RESIDENCE FOR GERIATRIC CARE, INC.","NH","6/13/2020","0","0","2"
"Florida","PALM BEACH","MANORCARE HEALTH SERVICES","NH","6/13/2020","5","0","6"
"Florida","PALM BEACH","MANORCARE HEALTH SERVICES","NH","6/13/2020","0","4","4"
"Florida","PALM BEACH","MANORCARE HEALTH SERVICES - BOYNTON BEACH","NH","6/13/2020","11","0","1"
"Florida","PALM BEACH","MANORCARE HEALTH SERVICES WEST PALM BEACH","NH","6/13/2020","0","3","1"
"Florida","PALM BEACH","MEDICANA NURSING AND REHAB CENTER","NH","6/13/2020","1","14","1"
"Florida","PALM BEACH","NORTH LAKE CARE CENTER","NH","6/12/2020","2","11","0"
"Florida","PALM BEACH","NURSING CENTER AT LA POSADA","NH","6/13/2020","0","0","1"
"Florida","PALM BEACH","OAKBRIDGE TERRACE AL RESIDENCE AT ST ANDREWS ESTATES","ALF","6/13/2020","0","3","1"
"Florida","PALM BEACH","OASIS HEALTH AND REHABILITATION CENTER","NH","6/13/2020","16","0","0"
"Florida","PALM BEACH","PALM GARDEN OF WEST PALM BEACH","NH","6/13/2020","0","3","0"
"Florida","PALM BEACH","PALM'S EDGE ASSISTED LIVING AND MEMORY CARE","ALF","6/11/2020","0","4","4"
"Florida","PALM BEACH","PARKSIDE INN","ALF","6/13/2020","0","1","0"
"Florida","PALM BEACH","PLEASANT RETIREMENT HOME INC","ALF","6/13/2020","0","10","4"
"Florida","PALM BEACH","REGENTS PARK NURSING & REHABILITATION CENTER","NH","6/13/2020","2","9","0"
"Florida","PALM BEACH","REHABILITATION CENTER OF THE PALM BEACHES,THE","NH","6/13/2020","0","9","4"
"Florida","PALM BEACH","RENAISSANCE HEALTH AND REHABILITATION","NH","6/13/2020","0","16","6"
"Florida","PALM BEACH","ROYAL PALM BEACH HEALTH AND REHABILITATION CENTER","NH","6/13/2020","1","0","1"
"Florida","PALM BEACH","RUSTIC RETREAT","ALF","6/13/2020","0","0","1"
"Florida","PALM BEACH","SIGNATURE HEALTHCARE OF PALM BEACH","NH","6/13/2020","12","25","25"
"Florida","PALM BEACH","SONATA BOYNTON BEACH","ALF","6/13/2020","1","2","0"
"Florida","PALM BEACH","STRATFORD COURT OF BOCA RATON","NH","6/13/2020","0","7","8"
"Florida","PALM BEACH","SYMPHONY AT DELRAY BEACH","ALF","6/13/2020","0","2","2"
"Florida","PALM BEACH","THE CLUB AT BOYNTON BEACH","ALF","6/13/2020","2","0","3"
"Florida","PALM BEACH","THE LANDING OF LAKE WORTH","ALF","6/13/2020","5","0","3"
"Florida","PALM BEACH","THE MERIDIAN AT BOCA RATON","ALF","6/13/2020","1","2","5"
"Florida","PALM BEACH","THE MERIDIAN AT LANTANA","ALF","6/13/2020","1","1","0"
"Florida","PALM BEACH","TRADITION OF THE PALM BEACHES (THE)","ALF","6/13/2020","0","0","1"
"Florida","PALM BEACH","VENTURA HEALTH AND REHABILITATION CENTER","NH","6/13/2020","6","2","8"
"Florida","PALM BEACH","VI AT LAKESIDE VILLAGE","ALF","6/13/2020","0","1","1"
"Florida","PALM BEACH","WILLOWBROOKE COURT AT ST ANDREWS ESTATES","NH","6/13/2020","6","0","9"
"Florida","PALM BEACH","WILLOWBROOKE COURT SKILLED CARE CENTER- EDGEWATER AT BOCA POINTE","NH","6/13/2020","0","1","1"
"Florida","PALM BEACH","WOOD LAKE HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","1","3"
"Florida","PALM BEACH","YOURLIFE OF PALM BEACH GARDENS","ALF","6/12/2020","4","0","0"
"Florida","PASCO","AMERICAN HOUSE ZEPHRYHILLS","ALF","6/12/2020","0","0","1"
"Florida","PASCO","ANGELS SENIOR LIVING AT CONNERTON COURT LLC","ALF","6/13/2020","2","0","1"
"Florida","PASCO","HEARTLAND OF ZEPHYRHILLS","NH","6/13/2020","0","4","0"
"Florida","PASCO","KEYSTONE PLACE AT TERRA BELLA","ALF","6/13/2020","0","0","1"
"Florida","PASCO","LIFE CARE CENTER OF NEW PORT RICHEY","NH","6/12/2020","0","1","1"
"Florida","PASCO","ORCHARD RIDGE","NH","6/8/2020","1","0","1"
"Florida","PASCO","ROYAL OAK NURSING CENTER","NH","6/13/2020","5","14","14"
"Florida","PASCO","SUN COAST RETREAT","ALF","6/13/2020","3","0","0"
"Florida","PASCO","WESTBROOKE MANOR","ALF","6/13/2020","0","1","0"
"Florida","PASCO","WINDSOR WOODS REHAB AND HEALTHCARE CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","ABBEY REHABILITATION AND NURSING CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","ADDINGTON PLACE AT COLLEGE HARBOR","ALF","6/13/2020","0","0","2"
"Florida","PINELLAS","ADDINGTON PLACE OF EAST LAKE","ALF","6/13/2020","0","1","0"
"Florida","PINELLAS","ALHAMBRA HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","0","1"
"Florida","PINELLAS","ALPINE HEALTH AND REHABILITATION CENTER","NH","6/13/2020","0","0","1"
"Florida","PINELLAS","APOLLO HEALTH AND REHABILITATION CENTER","NH","6/12/2020","0","0","4"
"Florida","PINELLAS","BARDMOOR OAKS HEALTHCARE AND REHABILITATION CENTER","NH","6/13/2020","0","2","1"
"Florida","PINELLAS","BARRINGTON (THE)","ALF","6/13/2020","0","0","1"
